,word,count
650,Q4,3
651,HBKA182,1
652,	,5
653,中山市,154
654,广告,1446
655,A02,38
656,KA30,39
657,元游,841
658,CS,145
659,江西,1999
660,菲凯,1112
661,A48,10
662,上海浦东发展银行,19
663,佛山,33
664,B05,9
665,金刚,1
666,HBKA431,1
667,HBKA430,1
668,HBKA423,1
669,HBKA433,1
670,HBKA424,1
671,广州市,1226
672,卓越,329
673,里程,7
674,HBKA432,1
675,DS11,33
676,天戈,1
677,蜜莱坞,138
678,~,16
679,HBKA451,1
680,云海,75
681,情天,12
682,srp04,32
683,HBKA460,1
684,HBKA454,1
685,cf06,1
686,HN,11
687,爱财,5
688,屹品,6
689,文惠,6
690,018,152
691,KA33,37
692,KA28,39
693,慕曲,6
694,ws08,5
695,ws01,10
696,领效,1
697,游卡,32
698,HBKA480,1
699,贝嘟,73
700,JM2,7
701,HBKA475,1
702,27,1341
703,苏州,508
704,聚,202
705,蓝月,42
706,霸业,283
707,.,981
708,KA18,53
709,A2,225
710,lr7,13
711,小希,331
712,SNL,21
713,A13,41
714,A3,237
715,路坦力,1
716,计算机系统,25
717,--,995
718,YJ,154
719,雷霆,391
720,cyj01,85
721,A6,75
722,HBKA520,1
723,01X,1
724,炫动,10
725,的,696
726,溜,32
727,A16,30
728,HBKA501,1
729,A12,38
730,冒游,1
731,HBKA508,1
732,A1,541
733,翼殿,527
734,zq02,95
735,美图,7
736,之家,13
737,托管,18
738,常熟,91
739,龙啸,59
740,之翼,62
741,沙巴克,16
742,鸿言,1
743,71,414
744,A11,54
745,JM42,1
746,轻轻,20
747,家教,2
748,审时,61
749,A5,103
750,KA13,80
751,上,472
752,海瑞,21
753,欢兽,52
754,实业,639
755,屠龙,49
756,A7,66
757,zq01,115
758,趣侬,91
759,64,483
760,zq03,85
761,KA14,60
762,焰狐,15
763,丫丫,184
764,zq14,52
765,KA138,8
766,zq10,56
767,sss19,1
768,白里,6
769,30,1569
770,zq12,54
771,zq16,44
772,KA130,11
773,zq05,73
774,KA133,12
775,zq20,45
776,KA136,10
777,35,979
778,ZYJ05,1
779,36,1113
780,ZYJ06,1
781,行吟,4
782,CYP03,1
783,淘集集,14
784,KA19,51
785,彼萌,14
786,QTT01,1
787,B6,52
788,28,1288
789,qtt02,1
790,srp19,11
791,每日,59
792,优鲜,45
793,KA1,4
794,KA37,32
795,鹿漫,6
796,动漫,16
797,设计,57
798,第一波,40
799,wl52,2
800,KA39,26
801,08,1911
802,喀什,14
803,尚河,1
804,B3,63
805,KA22,51
806,B10,47
807,srp18,11
808,大,799
809,迪塔,8
810,T,356
811,合肥,1830
812,沐雅,15
813,XQ42,1
814,冰鸟,94
815,支数,24
816,JF,6
817,汉方,3
818,知己,2
819,昊动,26
820,严选,187
821,D5,6
822,KA310,5
823,C1,23
824,zq21,43
825,zq35,34
826,西,57
827,瑞尔,4
828,信息工程,3
829,淘宝,840
830,闲鱼,47
831,zq30,41
832,zq39,34
833,百合,32
834,佳缘,14
835,D8,9
836,211,52
837,小溪,2
838,zq36,28
839,zq29,39
840,简乐,4
841,环娱,2
842,zjy01,9
843,zq23,42
844,明日,250
845,决胜,4
846,204,77
847,鲤,104
848,YF01,5
849,KA83,11
850,qk10,2
851,B,733
852,电子科技,87
853,爱普,22
854,优邦,22
855,会,188
856,zq68,20
857,艾,272
858,吉米,269
859,zq06,64
860,太和,2
861,新氧,27
862,致美,7
863,纷享,8
864,南京,1943
865,大众,98
866,免费,255
867,晋展,4135
868,苏州工业园区,136
869,丰游,14
870,小牛,1664
871,智能,391
872,zq08,65
873,魔域,230
874,手游,57
875,zq09,60
876,lr6,16
877,zq18,44
878,连读,78
879,小奥,8
880,九二,7
881,LA188,2
882,LA189,2
883,ZM1,1
884,KA55,23
885,硕一,1
886,DS02,50
887,采汇,97
888,利金,147
889,卓奥,7
890,优效,3
891,小红书,47
892,穿,42
893,搭,18
894,盛明,2
895,03X,1
896,zq33,32
897,YF02,1
898,360,77
899,手机,591
900,助手,97
901,户,1765
902,棠,19
903,之溪,17
904,云锐,26634
905,点触,27
906,KA42,25
907,KA41,25
908,KA47,31
909,49,850
910,C,342
911,云栈,30
912,01B,1
913,F2,4
914,F4,8
915,后浪,30
916,环保,90
917,DS01,85
918,DS04,33
919,华向,183
920,zq32,31
921,DS20,26
922,手盟,399
923,0911,2
924,布拉,368
925,泽,398
926,XQ65,2
927,XQ68,1
928,XQ70,1
929,KQJ,7
930,S,603
931,酷盛,342
932,cyj03,51
933,淇,103
934,毓,36
935,55,530
936,缘草汇,36
937,03QD,2
938,04QD,1
939,中信银行,14
940,KA120,12
941,欣芝妍,221
942,A4,177
943,A9,48
944,A10,62
945,yw07,1
946,yw09,1
947,yw10,1
948,汇姿,5
949,兰媞,3
950,斯,27
951,福建,389
952,点爱,45
953,LA65,1
954,美天购,8
955, ,32
956,灵犀,36
957,jl010,1
958,LA87,1
959,LA95,1
960,G1,15
961,四三,4838
962,九九,4846
963,EE1,1
964,EE2,1
965,EE6,1
966,EE9,1
967,pr,135
968,福州,426
969,三,79
970,六零,24
971,KA126,11
972,KA78,12
973,卡,161
974,小宝,7
975,52,576
976,A17,37
977,A14,42
978,A15,31
979,A19,31
980,南宁市,6
981,致同,5
982,b6,3
983,LR12,1
984,B2,66
985,JS01,9
986,qk13,1
987,qk15,1
988,拂堤,1
989,花,113
990,prz,2
991,jy02,4
992,珠海,114
993,欢聚,8
994,多酷,9
995,113,213
996,仙侠,72
997,问道,39
998,卷瓜,33
999,东莞市,226
1000,金桔,3
1001,DS29,20
1002,A03,29
1003,小川,22
1004,201,102
1005,经典,95
1006,50,875
1007,122,146
1008,123,223
1009,128,131
1010,137,105
1011,zq17,42
1012,KA23,49
1013,点众,656
1014,快,677
1015,看,432
1016,KA27,38
1017,小门,36
1018,qk16,1
1019,A002,12
1020,A001,11
1021,A004,4
1022,KA90,9
1023,KA91,12
1024,dpa2,1
1025,dpa3,1
1026,dpa10,1
1027,dpa18,1
1028,cyj08,25
1029,cyj09,21
1030,西藏,28
1031,美第奇,4
1032,畅酷,4
1033,微游,8
1034,lr12,12
1035,43,754
1036,b27,2
1037,黑卡,128
1038,DS15,28
1039,DS16,26
1040,创锐,143
1041,68,466
1042,互诚,5
1043,lr8,10
1044,YY,185
1045,直播,617
1046,华多,18
1047,顺昌,16
1048,鞋业,383
1049,XQ05,6
1050,卡盟,2
1051,鸿,315
1052,禾,60
1053,物语,95
1054,垦丁,7
1055,重庆,2324
1056,创文,412
1057,DS21,20
1058,DS31,17
1059,DS34,13
1060,DS35,17
1061,srp02,53
1062,彬捷,93
1063,034,57
1064,衣页,26
1065,小步,34
1066,cyj04,36
1067,齐家,23
1068,RCW,1
1069,亿邦,1
1070,兴嘉,1
1071,LA01,26
1072,未来,813
1073,141,100
1074,KA306,4
1075,KA307,4
1076,KA308,3
1077,KA312,3
1078,KA230,2
1079,160,89
1080,70,543
1081,二三,46
1082,四五,164
1083,皮皮,7
1084,搞笑,3
1085,微赢,14
1086,57,596
1087,多融,7
1088,KA244,3
1089,KA162,9
1090,KA167,8
1091,E11,3
1092,zq27,37
1093,zq28,40
1094,剑声,10
1095,KA36,33
1096,KA40,29
1097,赫兹,80
1098,srp09,17
1099,国诚,2
1100,柚子,88
1101,家,97
1102,02A,7
1103,A021,4
1104,金牛区,15
1105,桃纱,1
1106,部,448
1107,时藤,7
1108,硕明,113
1109,zq31,35
1110,zq37,27
1111,保优,3
1112,cf03,2
1113,jm33,1
1114,筱水,1
1115,zq22,40
1116,srp11,15
1117,HKA119,2
1118,鑫星,1
1119,jy1,1
1120,187,67
1121,183,64
1122,175,65
1123,163,661
1124,172,75
1125,171,70
1126,167,81
1127,合智源,2
1128,lr11,16
1129,cyj07,19
1130,西山居,111
1131,世游,110
1132,srp17,13
1133,麦王,4
1134,B004,3
1135,B005,2
1136,B006,3
1137,乐牛,4
1138,谦问,5
1139,万答,5
1140,吧,254
1141,云,264
1142,计算,12
1143,lr16,8
1144,畅效,102
1145,闪电,89
1146,盒子,72
1147,qk02,4
1148,南昌市,15
1149,如玩,15
1150,鸿衍,174
1151,卓趣,31
1152,HKA122,2
1153,灵动,28
1154,真假,2
1155,英雄,143
1156,B1,88
1157,B7,38
1158,聊聊,1
1159,HKA124,2
1160,安凡,1
1161,st2,1
1162,贞观,44
1163,雨,138
1164,昊海,2120
1165,014,118
1166,017,127
1167,022,71
1168,023,76
1169,025,76
1170,普可汉,3
1171,DS19,22
1172,天马,30
1173,时空,87
1174,st7,1
1175,686,10
1176,srp26,10
1177,走遍,1
1178,58,575
1179,茵侨,1
1180,旅游,56
1181,修真,48
1182,313,65
1183,qk04,3
1184,lr15,11
1185,lr18,10
1186,JM87,1
1187,jm52,1
1188,jm53,1
1189,srp27,10
1190,srp29,7
1191,srp35,3
1192,点猫,10
1193,qk19,1
1194,季娱,63
1195,灵玩,491
1196,76,382
1197,瘦,64
1198,啦,36
1199,美,126
1200,健康,274
1201,D3,10
1202,甲壳虫,13
1203,新群,6
1204,药房,98
1205,聚德西,4
1206,XT15,1
1207,XT16,1
1208,XT17,1
1209,接力,1
1210,艺术,30
1211,福运佳,1
1212,保洁,3
1213,米,253
1214,连,54
1215,KA38,30
1216,魔法,174
1217,森林,31
1218,风创,3
1219,JM1,9
1220,优酷,12
1221,珐菲琦,12
1222,WF01,35
1223,srp30,8
1224,热玩,7
1225,D1,11
1226,HKA127,2
1227,米壳,8
1228,\,146
1229,尤达,40
1230,xs1,2
1231,xs2,2
1232,195,66
1233,197,86
1234,199,57
1235,zq15,43
1236,星合,1
1237,之星,51
1238,ls23,2
1239,69,542
1240,R15,7
1241,R17,6
1242,乂,110
1243,学,387
1244,楼然,663
1245,206,61
1246,215,61
1247,a14,3
1248,a15,3
1249,JM111,1
1250,JM122,1
1251,KA92,14
1252,KA94,10
1253,光橙,3
1254,WS,593
1255,安悦,5
1256,奥阁,24
1257,C2,17
1258,硕星,14
1259,武汉市,20
1260,叭,2
1261,咕叭咕,2
1262,视讯,4
1263,旭梅,186
1264,B4,58
1265,B5,54
1266,B8,46
1267,能量,44
1268,盒,48
1269,奇遇,72
1270,剑舞,94
1271,KA171,4
1272,顶当,14
1273,006,254
1274,zq45,28
1275,a,137
1276,KA253,3
1277,KA255,3
1278,b,88
1279,萌友,273
1280,0,538
1281,黑马,3
1282,芜湖,63
1283,游趣,12
1284,奇才,7
1285,递金,12
1286,SD,61
1287,jumei,2
1288,华讯,18
1289,股票,12
1290,WF02,21
1291,金池,573
1292,辰,13
1293,冰,62
1294,朗,6
1295,全能,26
1296,保,62
1297,jrtt11,1
1298,339,95
1299,343,73
1300,375,16
1301,88,250
1302,KA316,4
1303,冠航,113
1304,垚,101
1305,亨,75
1306,009,151
1307,cyj10,20
1308,cyj11,13
1309,B14,31
1310,B16,33
1311,B18,33
1312,融励,4
1313,lr10,16
1314,趣炫,8
1315,007,227
1316,008,210
1317,011,179
1318,KA323,3
1319,七猫,410
1320,飞鸟,36
1321,与,80
1322,科技开发,79
1323,JM5,4
1324,鑫晨,714
1325,聪盛,144
1326,信游,3
1327,火焰,1
1328,鄱阳县,270
1329,伟如,152
1330,欣欣,2
1331,jy05,3
1332,魔力,1529
1333,红,1514
1334,开运,5
1335,宝,297
1336,KA52,21
1337,154,91
1338,157,73
1339,天门,2
1340,印杭,2
1341,XQ13,1
1342,yd01,1
1343,齐屹,28
1344,RS1,1
1345,lr13,11
1346,宁夏,3
1347,科思,6
1348,DS,6
1349,93,183
1350,97,159
1351,霏,401
1352,拼,196
1353,多多,1334
1354,咪咕,10
1355,数字,168
1356,脉腾,23
1357,荔枝,128
1358,ws,1708
1359,lt05,1
1360,lt06,1
1361,lt08,1
1362,衣,9
1363,优估,18
1364,丰百耀,199
1365,刷宝,52
1366,zq49,24
1367,拉勾,7
1368,zq26,41
1369,JM4,7
1370,数码,110
1371,YF,8
1372,C06,6
1373,C07,3
1374,cf13,1
1375,cf14,1
1376,cf18,1
1377,KA75,13
1378,KA85,9
1379,KA99,14
1380,KA100,13
1381,圣识,251
1382,奇迹,87
1383,之剑,82
1384,触乐,51
1385,Arke,2
1386,前海众,4
1387,向,23
1388,静安,60
1389,维信,62
1390,ym,21
1391,祺,19
1392,真,59
1393,茶业,78
1394,信牛,4
1395,小米,164
1396,金融,330
1397,香港,64
1398,mt02,2
1399,亿玛,4
1400,资讯,7
1401,好贷,22
1402,小唱,10
1403,jy01,4
1404,KA175,6
1405,智盟,1
1406,01QD,1
1407,醋溜,3
1408,火烧云,30
1409,app,66
1410,推广,12
1411,口碑,9
1412,srp03,42
1413,品戈,1
1414,左,5
1415,博洋,9
1416,天桐,19
1417,道骏,757
1418,移动,255
1419,测试,292
1420,乐氏,6
1421,同仁,6
1422,湖北,129
1423,伊尔,12
1424,洛,20
1425,DS10,31
1426,jw7,1
1427,jw9,1
1428,jw5,1
1429,海推,23
1430,数据,79
1431,sg1,1
1432,G4,11
1433,君品,4
1434,尚,26
1435,015,127
1436,016,130
1437,晋松,2
1438,PR,129
1439,DS22,15
1440,DS23,19
1441,识装,27
1442,cyj15,11
1443,cyj17,8
1444,cyj27,6
1445,晋中市,7
1446,明亮,7
1447,LY,188
1448,KA105,10
1449,海南游,398
1450,路,87
1451,bn3,1
1452,宝安区,112
1453,西乡,7
1454,爵霸龙,7
1455,服装,640
1456,商行,3170
1457,DS14,23
1458,65,473
1459,027,66
1460,赫德,21
1461,wr02,38
1462,wr03,27
1463,wr04,18
1464,集乐,9
1465,C4,15
1466,C7,11
1467,C10,8
1468,豆浆,12
1469,油条,12
1470,ls37,2
1471,ls38,2
1472,国美,28
1473,201811,1
1474,二四六,9
1475,零,180
1476,镇江,12
1477,智慧,101
1478,社区,15
1479,锦,35
1480,霦,33
1481,012,146
1482,013,126
1483,立早,289
1484,05A,6
1485,KA331,2
1486,KA333,3
1487,厚孜,2
1488,罗赛,1
1489,尼,56
1490,诛,93
1491,天仙,3
1492,域,32
1493,天天,318
1494,ka,148
1495,ka4,14
1496,犀角,214
1497,ka12,20
1498,hjcq02,1
1499,hjcq03,1
1500,hjcq04,1
1501,hjcq06,1
1502,卫盈联,8
1503,拾贝,3
1504,佳业,11
1505,宁劲,5
1506,志远,6
1507,展心,115
1508,展力,115
1509,ls42,2
1510,ls44,2
1511,神,159
1512,ls45,2
1513,ls50,2
1514,益玩,28
1515,千腾,118
1516,ka1,479
1517,A18,34
1518,020,91
1519,威盟,5
1520,嘉兴,293
1521,112,225
1522,62,441
1523,41,980
1524,46,724
1525,ka2,13
1526,济南,432
1527,灿星,2
1528,lr14,11
1529,锦游,2
1530,KA98,12
1531,KA101,13
1532,jw13,1
1533,逸思,12
1534,京东,218
1535,控股,22
1536,华北,119
1537,备款,179
1538,佛山市,89
1539,军诺,235
1540,XQ02,4
1541,中文,74
1542,出版,9
1543,开心,2306
1544,HS,20
1545,联动,32
1546,033,57
1547,035,58
1548,036,53
1549,038,53
1550,039,47
1551,041,40
1552,045,36
1553,众联,9
1554,yd05,1
1555,xy606,1
1556,锐战,32
1557,xy609,1
1558,巨正,5
1559,xy613,1
1560,情,12
1561,咖,71
1562,XQ55,2
1563,友量,1
1564,汕尾市,163
1565,线上,44
1566,it17,1
1567,it19,1
1568,KA21,54
1569,御龙决,3
1570,中企,668
1571,瑞铭,655
1572,C3,23
1573,C9,9
1574,英睿,15
1575,ka3,12
1576,友缘,45
1577,艾普,3
1578,世纪,752
1579,烟台,1
1580,瑞事临,1
1581,酒业,84
1582,趣,675
1583,输入,8
1584,zq11,54
1585,星火,1
1586,KA183,5
1587,电子书,10
1588,直签,6
1589,居家,23
1590,营养,17
1591,sq27,1
1592,sq28,1
1593,lwtt2,1
1594,华东,56
1595,营销部,807
1596,xfs,24
1597,M1,2
1598,cyj29,3
1599,cyj31,2
1600,cyj32,4
1601,檬,393
1602,115,173
1603,萌,67
1604,我,1010
1605,谨养堂,1
1606,娱富,43
1607,星河,201
1608,泡椒思志,11
1609,魔法门,2
1610,苏州市,28
1611,雷豪期,20
1612,服饰,1538
1613,精思锐,3
1614,触萌,20
1615,华贸,5
1616,城唐鹭,1
1617,鞋类,1
1618,经营部,1528
1619,仙灵,10
1620,主宰,44
1621,钛煊,192
1622,HKA133,2
1623,伊对,61
1624,悦叶,6
1625,珠宝,38
1626,四轮,12
1627,激进,2
1628,双,268
1629,出价,490
1630,陕西,83
1631,花玩,60
1632,契约,20
1633,战绩,2
1634,花玩缘,2
1635,是,54
1636,仙,98
1637,巅峰,34
1638,KA188,6
1639,游禧,119
1640,蓝儿熙,1
1641,tt02,1
1642,纵游,16
1643,03A,8
1644,游动,13
1645,开户,7
1646,资质,23
1647,KA192,5
1648,qyxxj,2
1649,ztxml,2
1650,bhxz,7
1651,yjzx,6
1652,zq40,31
1653,jpcq,3
1654,zq42,30
1655,阿牛,5
1656,游族,40
1657,女神,29
1658,联盟,27
1659,AOS,4
1660,天使,4
1661,纪元,38
1662,讯,103
1663,华谷,10
1664,仙居县,28
1665,远浩,28
1666,淘,290
1667,点思,311
1668,微糖,2
1669,冰川,45
1670,DS42,11
1671,DS46,17
1672,DS49,13
1673,千阳,11
1674,远征,46
1675,御龙,2
1676,72,497
1677,80,444
1678,DS43,13
1679,DS45,16
1680,奈斯,36
1681,KA25,34
1682,界商,16253
1683,西子,21
1684,川,69
1685,沐,90
1686,XQ33,3
1687,厦门市,93
1688,汇古,3
1689,塑胶制品,3
1690,织羽,2
1691,狼群,76
1692,61,457
1693,63,498
1694,D4,10
1695,D7,9
1696,D9,7
